Scheme Name	Asset Value
Scheme Name	Net Asset Value
HSBC Corporate Bond Fund - Direct Quarterly IDCW	11.5388
HSBC Corporate Bond Fund - Direct Semi Annual IDCW	20.5635
HSBC Corporate Bond Fund - Regular Annual IDCW	11.8461
HSBC Corporate Bond Fund - Regular Growth	73.8842
HSBC Corporate Bond Fund - Regular Quarterly IDCW	11.1306
HSBC Corporate Bond Fund - Regular Semi Annual IDCW	17.1882
HSBC Corporate Bond Fund -Regular Plan - Bonus	28.0653
ICICI Prudential Corporate Bond Fund - Bonus	14.9782
ICICI Prudential Corporate Bond Fund - Daily IDCW	10.1065
ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW	10.1008
ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW	12.1669
ICICI Prudential Corporate Bond Fund - Direct Plan - Growth	31.5576
ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option	12.8827
ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW	10.2250
ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW	15.4829
ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW	10.2332
ICICI Prudential Corporate Bond Fund - Fortnightly IDCW	10.2243
ICICI Prudential Corporate Bond Fund - Growth	30.1179
ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option	12.6555
ICICI Prudential Corporate Bond Fund - Monthly IDCW	10.3784
ICICI Prudential Corporate Bond Fund - Premium Daily Dividend	10.0277
ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend	10.0770
ICICI Prudential Corporate Bond Fund - Weekly IDCW	10.3040
ICICI Prudential Corporate Bond Fund -Quarterly IDCW	11.1902
ICICI Prudential Corporate Bond Fund Retail Daily Dividend	10.0275
ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend	10.3041
ICICI Prudential Corporate Bond Fund Retail Growth	22.7853
ICICI Prudential Corporate Bond Fund Retail Monthly Dividend	10.3008
ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend	10.9335
ICICI Prudential Corporate Bond Fund Retail Weekly Dividend	10.2202
Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment)	1978.8872
Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment)	1265.5193
Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	3436.7003
Invesco India Corporate Bond Fund - Direct Plan - Growth	3435.6193
Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1253.6113
Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)	1178.3757
Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment)	3365.7413
Invesco India Corporate Bond Fund - Growth	3204.1782
Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment)	1836.5286
Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment)	1172.1639
Kotak Coporate Bond Fund- Retail Plan-Growth Option	2034.9063
Kotak Corporate Bond Fund- Direct Plan- Growth Option	3976.7722
Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option	1072.2392
Kotak Corporate Bond Fund- Institutional Plan-Growth Option	2090.4924
Kotak Corporate Bond Fund- Regular Plan-Growth Option	3806.84
Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option	1240.1216
Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option	1066.6837
Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option	1040.0538
Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option	1052.3061
Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option	1052.6393
Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option	1052.7994
Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option	1202.9939
Mirae Asset Corporate Bond Fund Direct Growth Plan	13.1192
Mirae Asset Corporate Bond Fund Direct IDCW	13.1163
Mirae Asset Corporate Bond Fund Regular Growth	12.8652
Mirae Asset Corporate Bond Fund Regular IDCW	12.8652
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option	17.0389
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option	17.0422
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option	20.1434
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option	11.7565
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option	12.1739
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option	17.0421
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus	45.3855
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option	63.5693
